0.688655, 1.76253, 3, 
0.46288, 2.70894, 3, 
0.634241, 1.77547, 3, 
0.474123, 2.71515, 3, 
0.690678, 1.81904, 3, 
0.475755, 3.14595, 2, 
0.768283, 1.86087, 3, 
0.185736, 3.33829, 3, 
0.640443, 1.64993, 3, 
0.682622, 1.79114, 3, 
0.424749, 2.34466, 3, 
0.635767, 1.63977, 3, 
0.748987, 1.99542, 3, 
0.6212, 1.66221, 3, 
0.680183, 1.79006, 3, 
0.64505, 1.61687, 3, 
0.640751, 1.6289, 3, 
0.642514, 1.64245, 3, 
0.166496, 2.34423, 3, 
0.665276, 1.6497, 3, 
0.406068, 3.26381, 3, 
0.158518, 3.58272, 3, 
0.176095, 2.37005, 3, 
0.572958, 2.59221, 3, 
0.622907, 1.74872, 3, 
0.703671, 1.43636, 3, 
0.718336, 1.31375, 2, 
0.684599, 1.64988, 1, 
0.574695, 1.40197, 2, 
0.487142, 2.62525, 3, 
0.804078, 1.18829, 1, 
0.686209, 1.45525, 1, 
0.727901, 1.2603, 1, 
0.713939, 1.64142, 3, 
0.670305, 1.79953, 3, 
0.71023, 1.43539, 2, 
0.668237, 1.45827, 2, 
0.545478, 1.49863, 3, 
0.660029, 1.51401, 2, 
0.684525, 1.58373, 3, 
0.689578, 1.47893, 3, 
0.727967, 1.5394, 2, 
0.627439, 1.49019, 3, 
0.63215, 1.52712, 3, 
0.532678, 1.87431, 2, 
0.633638, 1.81343, 3, 
0.690418, 1.7212, 3, 
0.586424, 1.85848, 3, 
0.624018, 1.46493, 2, 
0.731565, 1.36572, 2, 
