6.63657, 12.5346, 9.36044, 32.9343, 575.495, 116.153, -56.4619, 
3.06138, 3.46196, 2.49542, 3.46976, 10.2068, 6.43648, 0.251782, 
2.00751, 0.942894, 0.440203, 0.654779, 0.346049, 0.625002, -0.0618635, 
1.94487, 1.05283, 0.0746507, 0.666403, 0.143357, 0.683029, 0.0392598, 
2.05181, 1.3098, 0.258516, 0.475645, 0.12084, 0.538343, 0.114962, 
2.17164, 1.45687, 0.197089, 0.706446, 0.237965, 0.845958, -0.113396, 
1.93632, 1.09504, 0.0833299, 0.628608, 0.138171, 0.656561, 0.0400936, 
2.83029, 3.14182, 2.26361, 1.20052, 1.94741, 1.26426, -0.352438, 
2.09315, 1.27949, 0.161901, 0.565339, 0.168805, 0.63919, 0.0275398, 
2.05741, 0.0601784, 1.59368, 1.11659, -1.23918, 0.27383, 0.826459, 
2.01436, 1.22409, 0.337886, 0.615132, 0.238116, 0.667746, 0.148143, 
1.92546, 0.879792, 0.598503, 0.6398, 0.394291, 0.598168, 0.0357977, 
2.05253, 1.208, 0.634063, 0.828996, 0.600654, 0.910231, 0.0212079, 
2.24519, 1.47269, 0.920929, 3.29581, 5.65471, 3.95967, -0.996836, 
3.08201, 3.19525, 0.488349, 5.319, 8.25889, 9.46796, -2.29772, 
3.54546, 3.82806, 0.345914, 4.16415, 4.67776, 8.04487, -1.75956, 
3.2703, 0.127041, 19.8997, 2.80652, -13.0322, 0.178866, 16.4334, 
3.75191, 3.87612, 1.90809, 6.23142, 21.4871, 12.191, -0.0779885, 
3.20849, 3.93153, 1.82925, 0.398994, 0.329642, 0.783606, -0.0867593, 
2.17751, 1.72606, 0.133232, 0.567513, 0.145567, 0.714677, -0.0562344, 
2.62953, 2.55272, 1.51644, 1.61421, 2.52112, 2.56254, -0.149451, 
3.44111, 4.37507, 3.64418, 4.13234, 16.0223, 8.5048, -0.660319, 
2.84783, 3.61822, 2.79499, 1.40308, 2.76705, 2.66678, -0.252087, 
4.89436, 20.7696, 5.95394, 4.64931, 24.3962, 20.2923, 1.78766, 
4.61958, 20.1911, 15.9366, 13.2139, 191.669, 57.3926, -5.74762, 
2.88667, 3.61681, 0.32688, 0.803943, 0.395167, 1.52412, -0.117015, 
3.65978, 5.38044, 2.51431, 3.20147, 9.02959, 7.26738, -0.98458, 
3.32224, 4.13866, 2.77049, 4.87117, 16.1218, 9.33208, 7.76629, 
2.16824, 1.79256, 0.0402309, 0.528953, 0.0720422, 0.694567, -0.0276399, 
3.34726, 3.89377, 1.25072, 4.64427, 11.1932, 9.1632, -0.0283791, 
3.45685, 3.89406, 2.64384, 4.10321, 13.4805, 7.97196, -0.959887, 
2.78503, 2.67731, 0.255302, 1.67798, 0.156267, 2.63953, 1.08709, 
7.43158, 53.8447, 3.84911, 3.32739, 11.906, 23.7911, -0.213794, 
3.03358, 4.23272, 2.98776, 2.96071, 8.80565, 5.94399, -0.0415714, 
3.32013, 4.6455, 1.42178, 1.5569, 2.31564, 3.30366, -0.0580568, 
3.77978, 4.20172, 5.76411, 5.18805, 17.7065, 8.96575, -22.1673, 
2.89732, 3.23763, 1.11766, 0.989188, 1.03788, 1.67452, -0.0678611, 
3.5387, 3.81526, 0.459154, 3.98544, 4.48228, 7.59072, -2.99586, 
2.00167, 0.963057, 0.199196, 0.653751, 0.235651, 0.639812, -0.0112016, 
3.0379, 4.26007, 0.132183, 1.23276, 0.48961, 2.54428, -0.0889723, 
3.79401, 4.66261, 0.114988, 4.65504, -0.50988, 9.9588, -3.36735, 
3.53349, 5.34251, 0.611062, 4.03195, 3.76076, 9.17112, -5.09012, 
3.04929, 4.33509, 0.0881831, 0.672964, 0.156599, 1.39015, -0.048502, 
7.35052, 52.4239, 4.74898, 0.893607, 0.646452, -0.854669, 1.72362, 
3.87204, 12.2663, 32.0782, 20.9508, 543.059, 72.8065, 8.88821, 
3.90173, 5.50788, 0.19382, 5.45691, 5.22555, 12.6984, 2.04659, 
3.62465, 4.20228, 0.927699, 4.70662, 3.20043, 9.34869, -9.29954, 
3.39614, 3.79613, 0.246287, 5.3275, 5.05515, 10.2557, 3.41842, 
2.64313, 2.76373, 1.0263, 0.730159, 0.627546, 1.21361, -0.0754713, 
2.15758, 1.68387, 0.276706, 0.688859, 0.298455, 0.873001, -0.037074, 
