0.14, 0.02, 0.8, 0.04, 0, 0, 0, 0, 0, 0, 
0.16, 0.02, 0.78, 0.04, 0, 0, 0, 0, 0, 0, 
0.22, 0.08, 0.42, 0.05, 0.18, 0.03, 0.02, 0, 0, 0, 
0.23, 0.05, 0.39, 0.1, 0.23, 0, 0, 0, 0, 0, 
0.16, 0.01, 0.73, 0.04, 0.06, 0, 0, 0, 0, 0, 
0.12, 0.02, 0.82, 0.04, 0, 0, 0, 0, 0, 0, 
0.14, 0.02, 0.8, 0.02, 0.02, 0, 0, 0, 0, 0, 
0.21, 0.01, 0.74, 0.04, 0, 0, 0, 0, 0, 0, 
0.14, 0.02, 0.8, 0.04, 0, 0, 0, 0, 0, 0, 
0.12, 0.02, 0.78, 0.08, 0, 0, 0, 0, 0, 0, 
0.12, 0.02, 0.8, 0.04, 0.02, 0, 0, 0, 0, 0, 
0.24, 0.01, 0.66, 0.02, 0.07, 0, 0, 0, 0, 0, 
0.17, 0.01, 0.72, 0.02, 0.08, 0, 0, 0, 0, 0, 
0.21, 0.01, 0.71, 0.04, 0.03, 0, 0, 0, 0, 0, 
0.17, 0.01, 0.8, 0.02, 0, 0, 0, 0, 0, 0, 
0.3, 0.01, 0.67, 0.02, 0, 0, 0, 0, 0, 0, 
0.23, 0.01, 0.76, 0, 0, 0, 0, 0, 0, 0, 
0.12, 0.14, 0.74, 0, 0, 0, 0, 0, 0, 0, 
0.26, 0.01, 0.7, 0.02, 0.01, 0, 0, 0, 0, 0, 
0.22, 0.01, 0.72, 0.02, 0.03, 0, 0, 0, 0, 0, 
0.22, 0.01, 0.68, 0.04, 0.05, 0, 0, 0, 0, 0, 
0.2, 0.05, 0.67, 0.04, 0.04, 0, 0, 0, 0, 0, 
0.22, 0.01, 0.59, 0.06, 0.12, 0, 0, 0, 0, 0, 
0.19, 0.01, 0.76, 0.04, 0, 0, 0, 0, 0, 0, 
0.18, 0.04, 0.7, 0.04, 0.04, 0, 0, 0, 0, 0, 
0.208333, 0.00833333, 0.766667, 0.0166667, 0, 0, 0, 0, 0, 0, 
0.28, 0.01, 0.66, 0.02, 0.03, 0, 0, 0, 0, 0, 
0.25, 0.01, 0.57, 0.06, 0.11, 0, 0, 0, 0, 0, 
0.26, 0.01, 0.73, 0, 0, 0, 0, 0, 0, 0, 
0.23, 0.01, 0.38, 0.06, 0.28, 0.03, 0.01, 0, 0, 0, 
0.24, 0, 0.55, 0.02, 0.13, 0.02, 0.04, 0, 0, 0, 
0.24, 0.01, 0.72, 0.02, 0.01, 0, 0, 0, 0, 0, 
0.21, 0.79, 0, 0, 0, 0, 0, 0, 0, 0, 
0.16, 0.12, 0.68, 0.04, 0, 0, 0, 0, 0, 0, 
0.18, 0.01, 0.76, 0.02, 0.03, 0, 0, 0, 0, 0, 
0.24, 0.01, 0.68, 0.04, 0.03, 0, 0, 0, 0, 0, 
0.21, 0.02, 0.73, 0.04, 0, 0, 0, 0, 0, 0, 
0.27, 0.21, 0.46, 0.03, 0.03, 0, 0, 0, 0, 0, 
0.25, 0.13, 0.45, 0.06, 0.09, 0.02, 0, 0, 0, 0, 
0.31, 0.01, 0.53, 0.05, 0.08, 0.01, 0.01, 0, 0, 0, 
0.24, 0.01, 0.61, 0.08, 0.06, 0, 0, 0, 0, 0, 
0.3, 0.01, 0.53, 0.04, 0.12, 0, 0, 0, 0, 0, 
0.2, 0.01, 0.57, 0.06, 0.16, 0, 0, 0, 0, 0, 
0.2, 0.01, 0.61, 0.04, 0.14, 0, 0, 0, 0, 0, 
0.408333, 0.0166667, 0.491667, 0.0166667, 0.0666667, 0, 0, 0, 0, 0, 
0.23, 0.01, 0.55, 0.08, 0.13, 0, 0, 0, 0, 0, 
0.22, 0.07, 0.45, 0.2, 0.06, 0, 0, 0, 0, 0, 
0.28, 0.01, 0.7, 0.01, 0, 0, 0, 0, 0, 0, 
0.16, 0.06, 0.72, 0.06, 0, 0, 0, 0, 0, 0, 
0.12, 0.02, 0.82, 0.04, 0, 0, 0, 0, 0, 0, 
